name,total_m,segments_count,street_count
I. Stodolu,238.19452591367047,1,1
Malokapušianská,238.1583461895064,2,1
Móra Jókaiho,238.13272388537126,1,1
K Mrázovej doline,238.09440226133393,1,1
Kufajka,238.03146401650048,1,1
Barbušova,238.00823088122144,1,1
Vodárska,237.97649076270102,1,1
Besnyeiho,237.9062671080611,2,1
Lipové námestie,237.77872509649887,7,3
Tanácsház út,237.67992135126298,1,1
Gólyásová cesta,237.5388824822079,1,1
Feketeova pažiť,237.4630452832391,2,1
A. H. Gavloviča,237.44726745962845,4,1
Pivničný rad,237.392489056994,1,1
Hradné údolie,237.28978050467236,5,1
Kaméliová,237.22888343309342,2,1
Imeľská,237.20102122081363,4,1
Gutgeselova,237.0584478249696,1,1
Gy. Thúryho,237.04967960875828,1,1
Drevný trh,237.00524808494094,3,1
Dedičná,236.81597084924258,1,1
Júliusa Szabóa,236.78045630915574,1,1
Malokrasňanská,236.75762850883163,5,2
Logistická,236.61147533698554,3,1
Na Kŕčoch,236.50534340940592,1,1
Eleny Maróthy-Šoltésovej,236.4385486812834,2,1
A. Masarykovej,236.4328353745412,2,1
Súhradná,236.3664972957882,2,1
Kochova,236.2804876748764,1,1
Nové Grunty,236.20779447215773,2,1
Lukáčova,236.10170339343657,1,1
Mons. Konštantína Loju,236.0839165440754,2,1
Zinková,236.06079484629146,1,1
Sádek,235.9771576239244,1,1
Barcová,235.9165505844328,1,1
Ľ. Kukorelliho,235.8112338619148,2,1
Oceliarska,235.77791638201177,3,1
Izrianská,235.71644352876478,1,1
Verbovčík,235.6682972210435,1,1
Za Štetinom,235.33934994524762,1,1
J. Damku,235.3364148467828,1,1
Jurigovo námestie,235.32598092452562,6,1
Gladkova,235.28942341732207,1,1
Otrubnica,235.28418858116348,1,1
Vranní lúžok,234.90380230708723,1,1
Svahová,234.88703910537924,1,1
Sušinky,234.8756701873398,1,1
Nižovec,234.8273354944569,2,1
Desiata,234.75760532409475,2,1
Pri starom mýte,234.7422449200941,3,1
V uličke,234.58832387499996,2,2
Pod cestou,234.55434816068603,1,1
Szent Kinga utca,234.54942531078188,2,1
A. Petőfiho,234.49983539286634,2,1
A. Bážika,234.44815415657177,1,1
Ku hájovni,234.41496801704892,1,1
Za kúpaliskom,234.39468532395463,1,1
Františka Kubu,234.28702383477273,1,1
Joóbovský priechod,234.25259845848316,1,1
Na Teplici,234.2231372195232,1,1
Šámot,234.10893899281297,1,1
I. Zsilinszkého,234.10008268360812,1,1
Antona Kropáčiho,233.99276362053936,1,1
Ivana Dérera,233.9545664443371,1,1
Rudavná,233.9438296207353,1,1
Za Hronom,233.85423115460273,3,1
Moyšova,233.79914441682558,2,1
Jána Náhlika,233.7743911604722,1,1
Pilárikova,233.70597537331216,5,1
Námestie sv. Františka,233.59034424332972,3,1
Žandárska,233.57089186702427,1,1
Modricová,233.56408137486892,3,1
Smotanová,233.52054833756756,1,1
K zvonici,233.49554911606427,1,1
Ku Kúrii,233.47734812773598,1,1
Hranovnické Pleso,233.4758439864405,1,1
Bohrova,233.40618138574467,3,1
Pod Glavicou,233.35810504624195,1,1
Matildy Pálfyovej,233.19678983838298,2,1
Komenského sady,233.16901872352747,3,1
J. Korbeľa,233.06610751899518,2,1
Zelk Zoltán utca,232.9603217874755,1,1
Viscosa tér,232.94474443697638,7,1
Šťastného,232.7182317924902,3,1
Vápenná,232.6760743951698,2,2
Juraja Palkoviča,232.6260812384655,2,1
Umelecká,232.51520678704685,1,1
Jozefa Ignáca Bajzu,232.4350888815607,2,1
Vôdka,232.32256765951533,3,1
Jaderná,232.28638474629753,2,1
Pri skladoch,232.24864905017648,1,1
Hoštínska,232.09855730904226,3,1
Do Trávnika,232.03118360522998,2,1
Járkova,231.9605290128731,1,1
Ďuriháj,231.93687084081304,1,1
Záhradkárska osada Vodár,231.87972543846308,2,1
Hrb,231.82947419885585,1,1
1. Mája,231.6731261858861,1,1
Starý stracajúci sa chodník,231.5287980030768,1,1
Petra Mendela,231.4142687495596,1,1
Jána Ursínyho,231.2663438151513,3,1
Pestrý rad,231.19815585584885,1,1
Miléniová,231.1049826859308,2,1
Pod Halmou,231.07070004801432,2,1
Dunajská cesta,230.96615829555327,1,1
Sedlišťská,230.93870453371653,2,1
Ľudovíta Janotu,230.85859215240646,2,1
Dlhý dvor,230.82521410002948,1,1
Kollerova,230.56080271674153,1,1
Oleandrová,230.4126768606691,1,1
T. Milkina,230.37097465529624,2,1
Ľubietovská,230.28581540444037,1,1
Na vrchnú horu,230.27746988304165,1,1
Gaceľovská,230.25025057131631,3,1
Domoviny,230.1887207722641,1,1
Sv. Vincenta,230.16826754906512,2,1
Števikova,230.12241505598718,1,1
Hergottova,230.07320660165237,4,1
Svätovojtešská,229.8393728271167,2,1
Mudroňovská,229.7902798301773,1,1
Jána Kanku,229.78821330529814,1,1
Bagókői út,229.7131012142022,1,1
Gen. Nosáka,229.69255195876895,1,1
Námestie Padlých hrdinov,229.59322356736368,1,1
Červeňákova,229.57621992363264,1,1
Medzierka,229.53422990652004,3,2
Zajarčia,229.40328286367594,2,1
Antona Floreka,229.26327710108984,2,1
2. alej,229.23394050439222,1,1
Stužková,229.20893598610988,1,1
Pahorková,229.07263710799344,2,1
Lavotta János utca,228.95828602480012,1,1
Záhradková,228.86894730882454,2,1
Sedliacky priechod,228.83187438856183,1,1
Špety,228.76755705093944,1,1
Bayerova záhrada,228.699923927342,2,1
Dr. C. Daxnera,228.66976811996554,1,1
Dévér utca,228.63336548805904,1,1
Obrátka,228.60489549809154,3,1
A. F. Kollára,228.46591286238785,3,1
Gromovova,228.35540804289184,1,1
Rynias,228.26177969979722,1,1
Floriánova,228.22287425904256,4,1
Kalista Orgoňa,228.18168435819632,1,1
Na Kope IX,228.17858641499896,1,1
Dolný Irtáš,228.16909665927284,1,1
Trinásta,228.1344831902671,2,1
Brotky,228.06945891198578,1,1
Ku Železnej studničke,227.99300167704865,2,1
F. Švantnera,227.92940675861865,1,1
Námestie Bélu Bartóka,227.81306498718587,4,1
Pod Sidorovo,227.7834735017567,3,1
Cesta aradských mučeníkov,227.75727512539,1,1
Sláviková,227.72540182748315,3,3
Galohrb,227.70947859671094,1,1
Námestie Štefana Šmiheľa,227.669087656144,1,1
Ošarpance,227.6382053205279,1,1
Na štadióne,227.51444625113206,1,1
Na Ožnici,227.43936745313593,1,1
Wilsonova,227.42138809279734,1,1
Bihari utca,227.40704564532564,1,1
Za bytovkou,227.34998060124812,2,1
Purpurová,227.24142039318338,1,1
Vichtova,227.21375069494093,1,1
Bodnárova,227.09830956207347,1,1
Farkašínska,226.9471751531521,1,1
Na Trojak,226.89321186200164,2,1
Skalická,226.8783200204485,2,2
Cibická cesta,226.820937565971,2,1
Za školou II.,226.7025622903941,1,1
zvierací chodník,226.59276310927484,1,1
Šustkov-Jedličník,226.42670252120297,2,2
Kurucova,226.41967162377728,1,1
Nižovecká,226.35218670660618,2,1
Záborská,226.2358763828113,4,1
Lutherovo námestie,226.1924653592833,2,1
Zeleného stromu,226.1177225613216,3,1
Stanislava Bíroša,226.11148706452255,5,1
F. M. Dostojevského,226.09344946126504,1,1
Biskupa Gojdiča,226.07295556393174,4,1
Hlavná Cesta,225.84224955681884,1,1
Veterná osada,225.76464583306364,1,1
Druhá za parkom,225.69640584076362,1,1
Burgyňová II,225.6850473025563,1,1
Petrušovského,225.6395346061829,3,1
Lopúchová,225.6206581181365,3,1
Barkocziho majer,225.55032452324005,1,1
Dlhé diely II,225.47446285378695,2,1
K lipovej aleji,225.43915298383922,1,1
Pramenná,225.36332044230053,1,1
Iváčka,225.3598186981211,1,1
Vladimíra Kunu,225.2650839841599,1,1
Námestie Maratónu mieru,225.2181247340559,5,1
Matúša Trenčianskeho,225.21749093154386,3,1
Pažitská cesta,225.02893821902336,2,1
Skalník,225.01071660364548,1,1
Sigôtky,224.9640296923612,1,1
Schmidtova,224.8755706363214,1,1
Mravečnica,224.80387492494285,1,1
Hviezdná,224.7897574851204,1,1
Parenicová,224.68978405380994,1,1
Do majera,224.59888907115902,3,1
Gábrišova,224.59281985186735,2,1
Úžiny,224.47116065904635,1,1
Savina,224.337218423185,1,1
Albertov dvor,224.19733413288992,2,1
Františka Papánka,224.13315393766666,2,1
Prowazekova,224.13196481907028,1,1
Járóka Sándor utca,224.10823028656145,1,1
A. Mamateja,224.05548997817746,2,1
Jablonecká,224.0532292166934,3,1
Račia,223.99333214890288,1,1
Stredisko,223.9436156902415,3,1
Omšová,223.89266044978982,1,1
Tujová,223.81635074904287,1,1
Nad Brezím,223.80670044229936,2,1
Fakľová,223.75263006868317,1,1
Svätovavrinecká,223.6639183040146,2,2
Rovňanova,223.6577758857311,2,1
Vonkajší Majorkert,223.60855013174975,1,1
Námestie Antona Kadnára,223.60751482048124,2,1
Veslárska,223.57245275033614,1,1
J. Gramantíka,223.43135875301823,1,1
Farské schody,223.13526035827942,4,1
Zelená alej,223.0301380699226,2,1
Václava Honzu,222.94727945812392,2,1
V Luhoch,222.92626255709936,1,1
Dekr. Matejovie,222.82088215708157,1,1
Gabčíkova,222.7987940616452,2,2
Ruttkayovská,222.79830558359572,1,1
Brakošova,222.74785606147395,1,1
Ribayova,222.74335396757914,2,1
Vodomeračská,222.67681513549047,1,1
Rovnosti,222.57657523311894,1,1
Rybáričia,222.5612520913646,1,1
Na Fľak,222.55544072243572,2,1
József Attila,222.45511666971052,1,1
J. Čvíkotu,222.40067178681278,2,1
Do Medzilužia,222.33282449225936,1,1
Ku Pieskam,222.14144635424648,1,1
Čapkova,222.10603507773038,2,1
Púšť,222.0835448448754,1,1
Vratičová,222.06668063145676,2,1
Bankovská,221.85350477542704,1,1
Via Ferrata HZS - ľahší variant (B),221.81270201015533,1,1
Korytá,221.78889926173224,1,1
Kameničný lán,221.7873321999207,1,1
Mateja Tučku,221.69684587180365,1,1
Pod Rovňami,221.52527511487304,1,1
Kosovo,221.47821580380761,1,1
Veľké lúky,221.46169561096866,1,1
Vinohrady Čierne Kľačany,221.4591844693123,1,1
Dr. Petra Zaťka,221.45527632791243,1,1
Babinec,221.4433057457147,1,1
Turianska,221.42761836492886,1,1
Štrkovecká,221.397791220527,1,1
Saradská,221.33585413026788,1,1
Pri Bystričke,221.28351875515108,5,1
Čiernomorská,221.2650404952264,1,1
Grossova,221.25038754790074,1,1
Pod Kamencom,221.21338221333107,1,1
Ludwiga Angerera,221.08823069533736,1,1
Antona Kršáka,221.03913571748618,1,1
Pod krížom,220.94226520736703,3,2
Hnedá,220.8673279438653,2,1
Malé Pálenisko IV,220.8366052472308,1,1
Do Charvátov,220.81389200784278,1,1
Gunduličova,220.72906347157507,3,1
Jána Fabu,220.64991247015445,1,1
Na Lipovec,220.5787352694194,1,1
Stará tajná,220.54217891058363,2,1
Kálov,220.52763493339,4,1
Pri Teglášoch,220.41504348736356,1,1
Gy. Klapku,220.35999151937062,1,1
Na medzi,220.24973423275637,1,1
Na Žiari,220.18912510630847,1,1
Jozefa Mistríka,220.126272743954,4,1
Andreja Chudobu,220.1231192934818,2,1
Saulakova,220.1044370140611,2,1
Strojárov,220.02468315047577,1,1
Mirov chodník,219.99218760624248,1,1
A. Ďateľa,219.93486437758486,1,1
Gen. Ivana Institorisa,219.79900941190272,3,1
Ochotnícka,219.76669888373027,2,2
Vajanského námestie,219.73019681663862,6,1
Pod búdou,219.72613773088045,1,1
Na Žliabku,219.64809673637887,3,1
Horolezecká,219.54883733372344,1,1
Na farskom,219.50536602046148,1,1
Na Novoť,219.50397458051373,1,1
Nový záhon,219.46282992667605,2,1
Gettingova,219.35665765555078,6,1
Na Plave,219.3404123759466,1,1
Kereszt köz,219.3328000857973,1,1
Dobronivská cesta,219.2318809504032,1,1
Bachingerovka,219.21821334786424,2,1
Transformátor,219.04468158162197,3,1
Pri škole,218.95994164725582,1,1
Kyselica,218.9551986086597,1,1
Námestie sv. Vendelína,218.8336807448033,3,1
Alfonza Gromu,218.830756290213,1,1
Cíbove Dvory,218.80588526143552,3,1
Na žiare,218.6528275450488,1,1
Pod Lánom,218.64138191077473,1,1
Schreiberova,218.6412007027327,1,1
Františka Gyurkovitsa,218.63793756027235,1,1
Kilič,218.59086134764934,1,1
Zöldfa utca,218.57544658897478,1,1
Jána Stražana,218.51515842421784,1,1
Surfistická,218.4408879625787,1,1
Priečne sedlo (A),218.28789052917298,1,1
Palenica Białczańska,218.12874211338527,4,1
Borín,218.07948202714914,1,1
Kynek Orlen - Smer NR (R1A - Pravá),218.06400714073007,1,1
Sumbalova,217.97955663085145,1,1
Čmeľovec,217.97555375512115,2,1
Uránová,217.80634551436356,3,1
Pod Hrbom,217.79749858481486,1,1
Pod Dubcom,217.74372228912935,3,1
Révaiovská,217.69472262337385,2,1
Kaspická,217.65700782807377,1,1
Joachima Gabora,217.6044416836793,3,1
Pavla Hlbinu,217.54210209167016,1,1
Amarelková,217.5240991653302,2,1
Alešova,217.46385955740664,2,1
Peniažky,217.40187661205456,1,1
Na Hrádok,217.34964797715915,1,1
Most Matúška,217.30885529485323,2,1
Stránska,217.1355569991158,3,1
Komorova,217.00828177902397,1,1
Borbisova,216.97700712287784,1,1
Sídlisko Platan,216.95569119974672,1,1
Zadný dielec,216.93980529992157,1,1
Na Hrbe,216.91740360922984,2,1
Ku pieskam,216.84465262847098,1,1
Світла вулиця,216.77705569423537,1,1
Strečanského,216.69031053672543,1,1
Bandíková,216.6501393416682,1,1
Aloisa Lutonského,216.64160550613718,1,1
Na Koleso,216.60308868360963,1,1
Špitálska ulička,216.56370985157886,1,1
Kpt. Žalmana,216.56065567537553,2,1
Námestie J. A. Baťu,216.52923637599736,2,1
A. Mamateya,216.50938030177446,1,1
Eszterházy,216.49164993520142,1,1
Tibora Kružliaka,216.4774159277377,3,1
Imre Madácha,216.42966493904459,1,1
Jána Kalinku,216.39413525015783,1,1
Kalvínske námestie,216.3017131387405,5,2
Lipová ul.,216.28574877281972,1,1
Povoznícka,216.1044704471837,1,1
Majstra Pavla,216.05095356229762,1,1
K parku,215.97225895559833,1,1
Žarnovova,215.88686765142813,1,1
J. Martinčeka,215.70976853755388,1,1
Jeana Sibelia,215.7047427175434,1,1
D. Maróthyho,215.6924730834662,1,1
Kňažské,215.58850866278584,1,1
Na stráňach,215.440796122586,1,1
Májové námestie,215.43590453212482,1,1
Móra Krausza,215.36633794837928,2,1
Dr. V. Clementisa,215.32464083519073,1,1
Dankovského,215.29736536191916,1,1
Korčekova,214.91989413280731,2,1
Štefana Tučeka,214.85004835447316,1,1
Gluštíkova,214.83468001093217,1,1
Starozámocká,214.78043861733605,2,1
Jozefínska,214.72803970719642,1,1
u Floriána,214.67460486070394,1,1
Pavla Blahu,214.65099021570978,1,1
Výhony,214.61012828982774,1,1
Haviarska,214.55667512820315,2,1
Jozefa Brunsvika,214.49193811147074,1,1
Cibislávska,214.4431316854322,2,1
F. Malovaného,214.442123066423,2,1
Šiškova,214.42038549196326,1,1
Hanzlíčkova,214.41483288691362,1,1
Primaciálne námestie,214.40887204616592,4,1
Beličkova,214.3505198685568,1,1
Gliarska,214.3318959808051,1,1
Polianska,214.28032486834712,1,1
Breznická cesta,214.14282426171715,2,1
Móroczova,214.1219898534112,1,1
Vladimíra Roya,214.0644109260783,1,1
Rôšt,213.97377389886438,3,1
Petra Zgútha Vrbického,213.91610393515447,1,1
Medzi ohradami,213.8822121033057,2,1
Námestie svätého Martina,213.763742172254,3,1
Darányiho,213.6715678677131,1,1
V. Šrobára,213.60505049410892,2,1
Karola Andela,213.59977974204327,2,1
Jerichova,213.50339834561962,2,1
Vinica 3,213.49125243572965,1,1
Pod slivkami,213.38706175571164,4,1
Zobová,213.35752802273066,1,1
Coboriho,213.35541498433625,2,1
Timoňská,213.35083656921574,3,1
Baraniarky,213.3503729550546,1,1
Traktorová,213.28702348418008,1,1
Pod orechom,213.26776179269504,1,1
Marcelova,213.24816169252398,2,1
M. S. Trnavského,213.1974036231769,1,1
Koreňová,213.11496791470972,1,1
Bukovská cesta,213.09465766512568,2,1
Krompecherova,213.06634883187385,1,1
Višňové záhrady,213.05837820061353,1,1
Vinohrad,213.0344478686843,2,1
Kožuchovská,212.98405426788017,1,1
Notárska,212.78690293758214,1,1
"František dedičná štôlňa, Ilijská vetva",212.69559610020494,1,1
Kamzík-les,212.68471707417723,3,1
Kežmarské námestie,212.64783781903176,1,1
Gen. Alexandra Kordu,212.62633089112325,1,1
Kostlivého,212.54873261285042,1,1
Námestie J. Murgaša,212.5254527823239,1,1
Juraja Ottlýka,212.3999616649332,2,1
Magnezitárov,212.3777022800666,1,1
Kukuričná,212.1819957138154,4,2
Červená cesta,212.17203023383212,2,1
Alberta Hubeka,212.14744945470343,1,1
Za starým cintorínom,212.0416674281379,1,1
Námestie A. M. Chmeľa,211.97918878835574,5,1
Štefana Jaroša,211.96293675961485,2,1
Zdenka Mikulu,211.94407118370788,1,1
Bethlen utca,211.93966272407488,2,1
Invalidská,211.89866305047235,4,1
Klačník,211.80417385345723,1,1
Sokolíkova,211.56446517869387,2,1
Eugena Salzbergera,211.5233635423048,1,1
Valchovnícka,211.46619438532665,1,1
Námestie Vrbu a Wetzlera,211.37360063749657,5,1
Poza mukyňu,211.32866813479748,1,1
Klatovská,211.31767208694274,2,1
Vlašská,211.29327906486182,2,1
Szilvássyho,211.2748989346013,3,1
Pod borovicami,211.23205437955352,1,1
Za koníčkom,211.21867514609085,2,1
Malženická cesta,211.1963794767149,1,1
Miloslava Hurbana,210.8621094286354,1,1
Pri barine,210.78280440072075,2,1
Brezový rad,210.77438205226585,1,1
Trhovnícka,210.65540518544017,2,2
Kragujevackých hrdinov,210.6292742213604,3,1
K Belej,210.5882610573903,1,1
Pri Greftoch,210.5794143942358,3,1
Františka Kubuláka,210.50245494443288,3,1
Andreja Cházára,210.20415151146773,1,1
A. Šindelára,210.0842189848168,2,1
Mliekareňská,210.0735463108399,1,1
Móricova,209.98372584741446,1,1
Námestie J. Dózsu,209.98319056564333,2,1
Černovská,209.9739421716454,6,1
Surovská,209.960797327861,5,1
Gy. Alapyho,209.93050214846977,1,1
Drobná,209.88523224670104,1,1
Lányiho Huta,209.85913167433054,3,1
Pod Dubovým dielom,209.853099434378,1,1
Ostredky I,209.84348238703154,1,1
Starohorská cesta,209.7996329092553,1,1
Koreničova,209.74475483008308,2,1
Na Štrkovisko,209.72286638644766,1,1
Györgya Tölgyessyho,209.5788861627321,1,1
Ambrózyho,209.44630605955473,1,1
Biringerova,209.4165267194128,1,1
Hrubá hrádza,209.31430734544924,1,1
Suchomlynská,209.2595071756553,4,1
Pri kolese,209.23353470555577,1,1
Pod háj,209.20743215814875,1,1
J. Kossányiho,209.1490932348948,1,1
Zádielska,209.1178134997549,3,1
Záhumnie II.,209.10345945563157,2,1
Ciroková,209.00824367702512,1,1
Kúpeľný Park,208.99759241210975,1,1
Nové záhrady III,208.89971659005909,2,1
Korbelka,208.87278515296833,1,1
Jána Jiskru,208.78757607860052,6,1
Alžbetin most,208.7823613943028,1,1
Veľký hon,208.69626876162948,1,1
Krajná cesta,208.6698864661601,1,1
Rybárska cesta,208.61064639622512,1,1
Jána Čajaka,208.58286863915296,1,1
Vodopády Hrabovská dolina,208.58004327298903,9,2
Belső Zátony,208.50148489561042,2,1
Badiaková,208.44706621580042,1,1
Letohradská,208.40018339882448,3,1
Bačianska,208.36867870516556,1,1
Za nemocnicou,208.34353113146727,2,1
Na brázdach,208.33291506105903,3,1
Lisovňa,208.27005727688436,2,1
Levél utca,208.25403232364198,1,1
Revolucionárov,208.2065466566739,1,1
Krásna lúka,208.08612849733322,1,1
Spúšťová,208.0106030871048,1,1
Vajano,207.74786440852097,1,1
Ladislava Batthyányho,207.73979052677248,1,1
Potocká,207.71963213697654,1,1
Ďurová,207.70773292476952,1,1
Horné Suroviny,207.55280412078758,2,1
Námestie Dr. V. Clementisa,207.54988711200224,2,1
Krupkova,207.50080912290596,8,1
Jána Petiana-Petényiho,207.49376397173808,1,1
Zonpod,207.46090913309646,1,1
Hangyás,207.35658069349918,1,1
Vševlada Gajdoša,207.21327127089396,1,1
Žulová,207.18067639842775,1,1
Za Bocianom,207.13965185714648,1,1
Trnávska,207.1198665086164,1,1
Šándora,207.09368496532176,1,1
Mikuláša Štalmacha,207.06333952806614,1,1
K lodenici,207.05809510832114,1,1
Slnečná Stráň,206.94362630786506,1,1
Sivá,206.781572307623,1,1
Ventúrska,206.75346893378367,3,1
Kherndlova,206.71857428324853,1,1
Kačínska,206.69435951769037,2,1
Petra Karvaša,206.66788489307524,1,1
Márie Vladovej,206.5513553890898,2,1
Námestie mladosti,206.50607823011063,2,1
Járok,206.35332560474882,1,1
Mrvečkova,206.21044045755255,2,1
Granitová,206.1868638050077,1,1
Na Nivy,206.04698125888396,1,1
Töltéssor,206.02622419853483,1,1
Pod Holým dielom,206.0183451736896,1,1
Na Bánik,205.95517737206455,1,1
Ota Kožucha,205.9004113924031,1,1
Hruny,205.8032711753698,1,1
Lipky,205.76291425342666,1,1
Nábělkova,205.7371145254143,3,1
Požiarnícka,205.65735081506946,2,1
Sreznevského,205.48487862082536,1,1
Kultúrház út,205.25529478904,1,1
Jána Bielika,205.194799355752,1,1
Medzinárodného dňa žien,205.1745184856939,2,2
Sugla,205.10522896344432,1,1
Kulačská,205.06955762476755,1,1
Csillagova,205.0113424664961,1,1
Nad Bangortami,204.94079315827503,1,1
Pod Huru,204.84609904390675,1,1
Za kalváriou,204.75078290908849,1,1
Bakova jama,204.7148619080388,1,1
Kaltsteinova,204.7100314554318,1,1
Bodliaková,204.6551849819826,1,1
3. alej,204.59574805586107,1,1
Pri majáku,204.51094691313165,2,1
Nové nábrežie,204.1107008777612,1,1
Pri vleku,204.0181213308148,1,1
Knézich Károly utca,203.97980235433735,2,1
Považský breh,203.95989001988613,2,1
Na rínku,203.87390756490117,1,1
Dolný diel,203.8356376939184,3,1
Za sýpkou,203.49747325557738,1,1
Dr. Kostlivého,203.40372218343282,3,1
Zálužská,203.3953519700373,1,1
Chabenecká,203.3828113152556,2,1
Daniela Ertla,203.34836019080785,3,1
Kengyelská,203.33315869066791,1,1
Starosaská,203.1372120452702,2,1
Viliama Galvánka,203.12319834780718,1,1
Chytrý chodník,203.02231289201325,1,1
HopHop,202.98563239843315,1,1
Nixbrod,202.87086475394554,1,1
Karola Ježíka,202.84973339709893,1,1
Pod Vitalinou,202.8300947770339,1,1
Popri zvonici,202.8112156545428,1,1
Kotasova,202.6848066719961,1,1
Irinyi János utca,202.6437904109996,1,1
Námestie S. H. Vajanského,202.5933007702527,1,1
Hadriánova,202.53908337034085,2,1
Fischergasse,202.45463616665631,1,1
Šnajdrovská,202.44899789879852,1,1
Löfflerova,202.43353346759113,2,1
Na Ostrove,202.42566002871592,1,1
Na Skalke,202.26787668667131,1,1
Tölgyes utca,202.25484254734153,1,1
J. Pauleho,202.18146427695407,1,1
Pri vagovni,202.01731440211861,1,1
Alexandra Alagovicha,201.95063799236368,2,1
Peterklínska,201.76384179888197,2,1
Konevova,201.75697247881152,2,1
Godrova,201.73548253488178,3,1
Székelyudvarhelyská,201.72453804481344,1,1
Kazinczy Ferenc utca,201.59605605933695,1,1
Táborisko,201.46870669012083,3,1
Biskupa Majera,201.44396190588586,1,1
Karola Salvu,201.3965147864988,2,1
Pri sídlisku,201.37778842729455,1,1
Strelnícka,201.26847840257582,1,1
Brekyňská,201.23481410099066,1,1
Ruská,201.2288258723547,1,1
Petra Straku,201.22070976932858,1,1
Zajačky,201.20828651181097,2,1
Čanianska,201.1865020242427,1,1
Za farskou záhradou,201.18024724505307,1,1
Na Dubovú,201.148586565138,1,1
Ing. Straku,201.12087221601115,1,1
Bordová,201.0576907416868,1,1
Ponická,201.05427569636475,4,1
Bošániho,201.04847915450276,1,1
Š. Kunu,201.0448028618205,1,1
Rovienka,201.02015518730568,1,1
Žibrická,200.94357662628948,1,1
Dr. Mašurku,200.91971334796025,1,1
Námestie Tuhárske,200.84585140520258,1,1
Papánkovo námestie,200.8348710699259,4,1
Na Tále,200.7988617510046,1,1
Becskedská,200.7227084071329,2,1
Lipiny,200.68796661123943,1,1
Bezerédj utca,200.67731048280928,1,1
Savignonská,200.60099319178036,1,1
Prieložná,200.57984277571018,1,1
Cyprušteková,200.44259714536423,5,1
Ku Gederu,200.2626294516946,1,1
Šoproňská,200.25329375773862,1,1
Magdalény Zai,200.17665908077097,1,1
Šestnástka,200.06482209478946,1,1
Námestie protifašistických bojovníkov,199.94070816613277,3,1
Boťanská,199.9342755163455,1,1
Ringló utca,199.8725622250181,1,1
Čerešňová aleja,199.76091545758615,1,1
Mórica Beňovského,199.75813041024207,2,1
Ladislava Hanusa,199.50743610581924,1,1
Poľný mlyn,199.43226146626503,1,1
Hodálova,199.3293286163354,2,2
Hradecká,199.2903858301816,1,1
Pri rieke,199.2711761615419,3,1
Kalinova,199.1342535846087,1,1
K priehrade,199.02834925083772,2,1
Pod Lipie,198.96215879892475,3,1
K vinohradu,198.91423553215415,1,1
Košťova,198.91352351227223,2,1
Za Žabkov,198.71737532497275,2,1
Na Hradách,198.52315573202372,1,1
Tomášika Dumína,198.52106091797458,1,1
J. J. Boora,198.2239446898721,1,1
Lednická,198.15927308966573,1,1
Pod slivkou,198.12019902726706,3,1
Košiarna,198.06153475764012,1,1
Pod Borím,198.01635295373654,3,1
Podlužie,197.96461252487023,1,1
Bocianova,197.89227415282153,1,1
Orlova,197.86388780356413,5,1
Svätozára Hurbana Vajanského,197.84699159137836,1,1
Prof. Ondroucha,197.8313937306045,1,1
Michala Verešíka,197.72177964536155,1,1
Szakkayho,197.55341304331694,3,1
Hyacintová,197.5452095887698,1,1
J. Amosa Komenského,197.51119869243135,1,1
Miloša Krna,197.3935645330477,1,1
Š. Petruša,197.36508587670644,2,1
Olašákova,197.22793335812486,1,1
Na gruntoch,197.02230507198726,1,1
Na Jankovskom,196.86470849258743,1,1
Harčarova,196.83839910600864,1,1
Za hradbami,196.79273283477585,1,1
Facková,196.71215676871213,2,1
Ármina Kornfelda,196.69872904027966,2,1
Schillerova,196.68394792945958,1,1
Cablkova,196.52533048616692,2,1
L. Frimmela,196.51332230029593,1,1
Malá stana,196.44335218380718,4,1
Pri moste,196.38103525043374,1,1
Jalovec,196.3645045150734,1,1
Do Vaľov,196.2774095970845,3,1
Tenisová,196.11322531808094,2,1
I. Kultsára,196.10226500662128,1,1
M. Hodžu,195.94785168287135,1,1
Pod lipou,195.89211918835713,1,1
Lisztgasse 3. Gasse,195.83601475281483,1,1
Pri studienke,195.83345912986775,1,1
Dedinský rad,195.8245253607478,1,1
Ohradská cesta,195.80436146715226,5,1
Vosková,195.76702971732766,3,1
Nezábudkova,195.57311121721125,1,1
Széchenyiho,195.53373538463796,4,1
Metloviska,195.46581184424497,1,1
Jozefa Hanku,195.40931000480742,1,1
J. Dudu,195.35213892291847,3,1
Dudkovská,195.3173064403231,1,1
Vojtasova,195.07957963316053,1,1
Sv. Vendelína,195.06536255535823,1,1
Okánikova,195.03973026681518,2,1
Slaná,195.01656958637207,2,1
Nevská,194.92469850752198,2,1
Pri Jamníčku,194.89700416472166,1,1
Meškova,194.89416804407853,1,1
Mlynský roh,194.77888854180537,5,1
Družstevníkov,194.68013978442818,3,1
Thaly Kálmán utca,194.60933048741177,3,1
R. Dúbravca,194.59035389630785,1,1
Gyula Rudnayho,194.41425892224015,4,1
Lupkovská,194.28848975881763,1,1
Kočárska,194.2099970532425,1,1
Na riadkoch,194.13150705328414,1,1
Sihoťská,194.12320737257016,1,1
D. Kubíka,194.11367228840137,3,1
Na Rovniach,194.03234273958498,1,1
J. B. Magina,193.93384857287788,2,2
Klzová,193.82250570426288,2,1
Kadavého,193.78718461508097,1,1
Do Kutiny,193.75715313050105,1,1
