name,total_m,segments_count
Lábska cesta,1143.9528299656645,1
Nad ihriskom,1143.4821393402863,5
Dlhovanská,1143.3378564718225,2
Pod tehelňou,1143.2572553569628,10
Mnoheľova,1142.6733844237876,11
Spodná Mrzačka,1142.2173226568402,3
Žabky,1142.108897831746,9
Kožušnícka,1141.7554233269566,5
Panská dolina,1141.6744151396103,5
Čalovecká cesta,1141.4918270416592,1
Lúčny dvor,1141.3568926527896,7
Diaľničná,1141.2906560450324,4
Dolné Záhumnie,1140.9294184314476,5
Dielnice,1140.7823661062396,4
Uhoľná,1140.5213594322395,10
Joža Nižnanského,1140.3711472316263,1
Ku Škáre,1140.151111520906,5
Zo Štrkovka,1139.4137700952551,1
Nedožerská cesta,1137.781854649315,30
Na vinohrady,1137.4987421897367,4
Na lány,1136.6840765176307,5
Grúň,1136.5061948263283,5
Družinská,1136.3740632273878,1
Jozefa Gregora Tajovského,1135.8052105740453,7
Kratinova,1135.7146022050001,4
Nad Kotlom,1134.0362681161644,3
Slamkova,1133.3961324317652,3
Poronda,1133.3348857741694,8
Dolný Grúnikov traverz,1132.585977138421,1
Ružínska,1132.2635866435858,6
Košovská,1131.0294259040807,4
Sečovská,1130.2521988687515,8
Veselá,1130.172148385016,7
Štrková cesta,1129.3289537210153,2
Tunel Horelica,1128.9708046069807,2
Rybník,1128.368593986619,4
Olše,1128.1026415465594,6
Klčovanská,1127.3029921639888,2
Pred poľom,1127.1142607993165,16
Nandin Dvor,1126.5972649732034,2
Karasová,1126.0347580616724,6
Lúka,1125.99967333239,2
Samova,1125.6896681916996,14
Korabinského,1125.0839985270084,4
Šahanská cesta,1125.0224355052005,6
Osada Čiky,1124.7691406871006,1
Nový dvor,1124.5103073578957,3
Prof. Hlaváča,1124.1130376617452,8
Plátenícka,1123.999647121173,3
Dlhovského,1123.9192793556244,1
Husára kúpeľná cesta,1123.7164114478742,1
Uhrovecká,1122.812811397849,6
Čudo,1122.274656726586,1
Žarnovská,1122.2450093944929,4
Bohunická,1121.9023924066876,4
Námestie sv. Jakuba,1121.7586187555996,13
Námestie 4. apríla,1121.6302979904879,21
Korpašská,1121.5143779811149,3
Gajc,1121.2154177845696,1
Stará dedina,1120.49445523576,6
Nad humnami,1120.3892957224273,2
Za kanálom,1118.6656829389249,6
Tri vody I,1118.19286410085,8
Javornícka,1117.8265992885504,10
Kalinová,1117.4512715013489,6
Tupolevova,1117.4390018787299,13
Vršok,1116.6352471900668,4
Opavská,1116.1924705504548,8
Birčianska,1115.5075583114647,3
Chatarsky chodnik,1114.9263651213266,1
Plátennícka,1114.8171933864696,7
Kossuthova,1114.486420287128,4
Do doliny,1113.1262881283285,9
Sučianska,1112.8624289056243,5
Jaslovská,1112.7650845795836,2
Líščia,1112.479135756953,7
Staničné námestie,1111.8125332541013,21
Továrenská štvrť,1111.653599677858,11
Révová,1111.539495073955,3
Jána Derku,1111.1564170519885,10
Dénešova,1111.021444939469,4
Širiava,1110.366572524675,3
Kostolánska,1110.3357595733435,5
Humel,1109.105885471427,1
Na Motyčinách,1108.4492042867487,4
Havran,1107.0470790877946,1
Armádna,1106.803674342273,6
Jozefov dvor,1106.6011163035112,3
Vietnamská,1106.560143645798,7
Zalabská cesta,1106.5030526563762,2
Pod Dráhami,1106.3630092286833,3
J. Fabiniho,1105.9801625143089,6
Pod Vŕškami,1105.7714513530445,4
Centrum,1105.1128834653186,8
Ozanová,1103.7800180890572,5
Hodžovo námestie,1103.5463538362696,22
Karola Krčméryho,1103.5105168549946,2
Skalka,1103.3788931176707,5
D. Makovického,1102.602148809427,5
Vajanského nábrežie,1102.3989928391668,15
Záhradkárska osada Hliník,1101.8507418507243,7
Malobytčianska,1101.633512747237,12
Na Vodopád,1101.5724136280496,2
Bánovská cesta,1101.5639842195174,3
Na Výhone,1101.5515609672543,2
Uherova,1100.5318175004434,16
Dolnosecká,1100.523169136598,7
Pasternik,1100.4788776528237,6
Nad Gichtou,1100.1049923400592,4
Nad traťou,1099.8898368435707,3
Vörösmarty út,1099.8172550026786,1
Piaristická,1099.7252142663856,8
Čelno,1099.223081015813,3
Červeného kríža,1098.8716677886596,7
Jeséniova,1098.855529854557,6
Rabčická,1098.485093007531,2
Československých Partizánov,1098.4650852794152,6
Malá voda,1098.291019143912,2
Podholienec,1098.1438079193258,3
Pálenická,1097.6923358746894,7
Platinová,1097.2767368601887,5
Bodrožská,1097.0340956209998,5
Vavrinecká,1096.8464713225196,14
Stupava,1096.28548769097,2
Černovských martýrov,1096.1953562734243,3
Krupská,1095.4562395269193,9
Na píle,1095.4252506342991,3
Zarevúca,1095.3509569535456,22
Alba Regia,1093.6079161906187,9
Psk Rybníčky,1093.3735331139842,1
Čeľovská,1092.930312513953,4
Mliečna,1092.5012527524332,3
Nová Chudovská,1092.3140226534354,2
Štrajková,1091.9451856667683,3
Kubačova,1091.832234507098,13
Srnčia,1091.7745768190898,7
Mincova,1090.1055078191077,6
Podnikateľská,1089.5991576871443,3
Gabčíkovská cesta,1089.5210446631843,6
Boldocká cesta,1089.242529661441,10
Bahýľova,1089.149865358046,5
Kňažická,1088.4041323193726,4
Kvetnica,1088.153080439938,21
Fialová,1088.0347213603886,8
Rebarborová,1087.9078328117484,4
Vrančovičova,1087.8633649242022,8
Ignác dolná,1087.5724247749515,2
Do Hrbov,1086.9506713332223,3
Chvatimech,1086.008066787703,5
Podskalka,1085.4822372187114,9
Husitská,1085.0634732301476,5
Nad mlynom,1085.0282489891977,5
Nábrežie A. Kmeťa,1084.4145998880476,4
Bánik,1084.1363973593134,6
Žaboškreky,1084.0658255812994,5
Ferdiša Kostku,1083.926289357848,6
Trzech Koron,1083.911718113433,5
Ternavská,1083.6095428675012,6
Bociania,1083.0737988995336,4
Druhá strana - smer Vyšný koniec,1082.7268858547775,1
Kozmálovská cesta,1082.309892713699,9
Kaštieľna,1082.0738861140348,8
Pribišova,1081.6510588134097,4
Dúbravca,1081.1246854329568,15
Balajka,1080.970546200272,1
Prše,1080.7165154643412,5
Rovniankova,1080.5956769304928,9
M. Chmeliara,1080.5684501292412,5
Dubná Skala,1080.3118054509669,1
Na Fízeš,1080.1613769221601,2
Pod Grúňom,1079.8576923851072,7
Chalupárska,1078.9805678411935,6
Nigrob,1078.5834207417051,7
Nová Doba,1078.3656995471426,6
Kravie hory,1078.193638654888,2
Krátke Vysoké pole,1078.1185906545372,5
Za vodou,1077.2819486423468,6
Padličkovo,1077.155748604456,5
Jána Holíka,1077.0073573160785,16
Kvetová,1076.799634347453,7
Dlhé Lúky,1076.620950875176,5
Orenburská,1076.5930864334205,4
Kotelnicova II.,1076.4770268736052,1
Stará Rakovská cesta,1076.361338989858,6
Pri kolíske,1075.1909151458447,5
Dovčíkova,1075.108885234578,6
Pod Kútmi,1075.0527244663438,5
Čerenčianska,1074.9324718215396,7
Bidovská,1074.8824878533453,3
Dolná Slatinka,1074.657328918644,6
Bány,1074.2165410653856,2
Dlhé nivy,1074.1002607673665,4
Sídlisko Rimava,1073.9288923776344,6
Stratenský kaňon,1073.7335239670383,17
Sovietskej Armády,1073.1399289843766,4
Rákocziho,1072.3702484565679,3
Baltská,1072.1578591325306,4
Na Polianku,1070.889264674747,2
Singletrail Pacholek,1070.0148742005983,3
Na Budovách,1069.826083718381,6
Berehovská,1069.2120665500738,2
Koziny,1068.9461359804616,1
Lachmannova,1067.9980846274602,1
Buzulucká,1067.881116421482,4
Figliarka,1067.808386988066,1
Južný prameň,1066.3758352812838,4
S. R.,1066.1954290192737,1
Váci Mihály utca,1066.0247439140394,1
Rovňanská,1065.7178348604755,5
Polianka,1065.4635610998023,6
Košútska,1065.3319996760715,6
Jozefa Martinčeka,1065.3070530305909,4
Sütö pustatina,1065.2106294057194,2
Litovelská,1064.9844012301762,5
Želiarsky svah,1063.9017096230245,3
J. Martáka,1063.7818251177682,7
Jánska,1063.1574766116523,9
Na Malý Diel,1062.5327489058614,7
Štvrť Ladislava Novomeského,1062.3035352666536,5
Dropia,1062.1156340543282,4
Furčianska,1061.6598084996594,6
Azúrová,1060.880312052991,8
Most Dovalovec,1060.5237375044228,2
Na sídlisku,1059.8895795178094,2
Na Parlagu,1058.3698998636287,6
Priehon,1058.0445982923397,4
Automobilová,1057.91781036505,7
Profesora Sáru,1057.8881941934942,5
Sídl. Žitava,1057.8335073899739,8
M. A. Bazovského,1057.7241270450372,7
Adamov,1057.5769747171844,3
Dolnozoborská,1057.430752583038,6
Novákova,1056.4423972208347,7
Obycká,1056.085776048797,3
Pod Magurou,1055.3483415142841,5
Sv. Jakuba,1055.0593288031087,4
Na Pastierskych,1054.9573407918429,5
Potočky,1054.5421020241592,3
Na priekope,1053.853353550215,6
Nábrežie dukelských hrdinov,1053.7887743566116,2
Nordost Autobahn,1053.639277637098,5
Hronského,1053.1032746368592,3
Zolnianska,1052.921757578509,9
Jura Hronca,1052.6462403633689,7
Valová,1052.3602116288396,7
Kráľovka,1052.0943665301397,7
Alstrova,1052.0257313438833,9
Ruskovská,1051.2263341299233,2
Ontopa,1051.0856244400031,4
Sv. Kelemena,1050.4768197825576,1
Hrubečská,1050.3981828552633,3
Malá Kráľová,1049.9800267975486,9
Juraja Marikovszkého,1049.9538505810103,5
Cabov,1049.944380047901,4
Repná,1049.5270273522972,5
Považská Bystrica,1049.217264257676,1
Černyševského,1048.8314008684713,14
Šarkanska,1048.7729102933358,1
Tomčianska cesta,1048.7220890654824,6
Strelecká,1048.589854567322,7
Cyrilometodská,1048.2967756013477,4
Znievska,1047.6632999993353,7
Komárnik,1047.4841929610445,3
Truck Centrum Colnica,1046.6463952640281,1
Repiská,1046.2934072275518,6
Biely jarok,1046.004342138349,4
Farkaška,1045.9308737709673,1
Hámorská,1045.8586367383748,3
Viničnianska cesta,1045.6914823301845,6
Lesná cesta pod Účovník,1045.153946931955,2
Pračanská,1045.12951854252,3
Pri lesíku,1044.807717218133,7
Nádražný rad,1044.6512001016297,6
Gemerská cesta,1044.3156416076092,12
Dolinský potok,1043.1690463991781,7
Ladislava Mokrého,1042.3836187620811,13
Sadovnícka,1042.1976374540552,3
Salamandra,1041.3950748422826,2
Do Rosiny,1041.314440116836,7
Perečínska,1041.1808154095163,16
Janovík,1041.1142725720424,2
Horepotoky,1041.1031424720584,4
Uhrinčanská,1041.0121557969073,4
J. Stampayho,1040.482392859155,2
Za sédriou,1040.3314335651078,4
Zahrádky,1040.16485466971,2
Harmančeková,1039.7361754553579,6
Tekovská cesta,1039.3223006951946,2
Osadová cesta,1039.1358058798496,1
Súľovská cesta,1038.9701178792996,2
Vislok,1038.9264736701168,1
Paraglidistický chodník,1038.8968112295045,2
Súbežná,1038.5926846507862,5
Pietna,1037.8665824789528,4
Zupkova,1037.6256609635159,7
Hany Ponickej,1036.9295332562947,5
Baloňská cesta,1036.4178517895473,2
Rábska,1036.356956204612,5
Myrtina,1036.0869236258263,1
Šamarianka,1035.3507238254194,1
Váhová,1035.3327504541974,7
Humel - podlažná,1035.2260946217466,1
J. Goliána,1035.0398706253368,2
Švantnerova,1034.1392249557682,6
Štefánikovo námestie,1034.0137409070715,17
Jána Jánskeho,1033.921088950532,7
Pri Krásnej,1033.6899479275587,2
Muštová,1033.0662112724299,6
Suchý jarok,1032.9519284386079,3
Junácka,1032.543327137523,11
Okšovská,1031.8042685153537,8
J. Stilla,1030.7766645202169,8
Kúpalisko,1030.5823774870494,6
Samuela Jurkoviča,1030.5661670363056,4
Vinohrady Koziny,1029.496180501121,2
Kopanická,1028.993777984603,3
Bystrický rad,1028.2169875025386,8
K. Novackého,1027.1378289441514,3
Hnilecká cesta,1026.9277485316306,5
Námestie Majstra Pavla,1026.4709993924025,13
F. Urbánka,1026.4057023968078,5
Trstínska,1026.3520809162524,4
Kramlište,1026.3337754529216,5
poľovnícky chodník,1026.1290498101566,1
Sokola Perć,1025.5784648396375,1
Vyšná úvrať,1025.5134807184534,8
Nábrežie Rajčianky,1025.3131617471568,4
Súvoz,1025.0995080134694,7
Zákostolie,1024.7945450887462,8
Andreja Žarnova,1024.7768066375074,10
Páričkova,1024.5650466324983,14
Slovenských dobrovoľníkov,1024.277787543316,6
Pri starej pošte,1024.127743881219,4
Riazanská,1024.0276746306427,7
Lipowa,1023.29272002882,3
8. marca,1022.8201297187783,4
Janka Borodáča,1022.4511153690482,16
Za kasárňou,1021.9207944037295,3
Žľaby,1021.376001510065,4
Biovetská,1021.1279547745036,2
Prokopa Veľkého,1020.9841493646322,6
Prof. Čárskeho,1020.8105178313592,3
Bradlianska,1020.6122228102042,4
Pokojná,1020.2992854838178,6
Chovateľská,1020.1459949728418,3
Kassai út,1020.0448965984726,2
Cestárska,1019.6127364271365,2
Na kúte,1019.4271235546993,8
Préskert telep,1018.7314987625776,6
Cabanova,1018.1910026822882,10
Most Haniska,1017.8259457633217,2
Kláštorné námestie,1017.495220813844,19
K skládke,1016.8252272066364,1
Ku amfiteátru,1016.6344096529346,4
Nad plážou,1016.5959846758989,13
G. Czuczora,1016.3008588313783,5
Karvašova,1016.2875044563208,7
Veškovská,1015.9874327687666,1
Horný dvor,1015.8658010214265,4
Šuranská,1015.0905004549167,2
K. Braxatorisa,1015.0521944728414,10
Sedmokrásková,1014.9812377489495,8
Pod Úbočou,1014.8969158787459,11
Jamy,1014.8822573448189,8
Mlynarovičova,1014.2742729683617,5
Slivkový sad,1013.9843324183067,7
Škorčie,1013.4763011302521,3
Pod zvonicou,1012.9387856691475,8
Za jarkom,1012.6870175817564,5
Komáromi Kacza,1011.587433609554,2
Petzwalova,1010.4840771292484,3
Gen. Viesta,1010.3741635013841,6
Malogyňovská,1010.137050565673,2
Nagy-Duna sétány,1009.8339813844173,6
Nábrežie sv. Metoda,1009.6524840275088,8
Námestie Andreja Hlinku,1009.6389096824431,13
Mlynské luhy,1009.3611482009219,5
Klinec II.,1008.618436640843,2
Rudolfa Dilonga,1008.4882867295577,4
Sv. Michala,1008.4302328948622,8
Čakanková,1007.5956200586536,3
Strmé sady,1006.4630614106029,9
Richtárska,1006.1705751696488,6
Nákladné nádražie,1005.9502702937194,4
Za traťou,1005.0689500012588,4
Trstinová,1003.597192348127,6
Palatínova,1003.4252829356666,6
Odtoky,1003.2588476450495,2
Hrabiny,1003.1793128953274,9
Hríbiky,1002.77595192596,6
Peterská,1002.4582763310934,4
487,1002.0119780723929,1
Čordákova,1001.8368969985788,6
Komjatická,1001.6535239036871,4
Czadeczka,1001.3123601787692,5
na Jamy,1001.0452168808695,3
Lastovičia,1000.5817131734985,7
Vlkolínec,1000.2676242969471,12
Bukovinská,998.5934400928788,6
Pod Žiarcom,998.534849492241,5
M. Bela,998.1237140602475,6
Mlynky,997.786565550048,3
Šafárikovo námestie,997.1504705596885,19
Plánočkova,996.5669947586465,4
Dona Sandtnera,996.3066943860574,9
Kapitána Morávku,995.8046430543566,6
Konopiská,995.1061448005669,4
Mišíkova,994.8089944996116,7
Halašova,994.2975196956232,9
Viničky,994.166468641874,8
K jazeru,993.6143146629564,4
Mníšanská,993.5306576147441,4
I. P. Pavlova,993.215549318816,3
Kút,993.0750521714289,9
Trávniky,992.7896578420253,5
Cesta olympionikov,991.2288749134184,13
Nižnianska,991.2021612283557,4
Dolnobárska cesta,991.033827300658,1
Bôrová,990.7220099708502,2
Pri Poľnom Mlyne,990.3735929573664,4
Ďurka Langsfelda,990.2938107288004,7
Čakanovská,990.2468305334434,2
Kamenohorská,990.1406974782533,5
Predné Halny,990.120731184683,5
Starý banský vodovod,989.6315348012563,3
Šaling,989.4719211274414,3
Radošinská,988.9986165840864,1
Dolnočepeňská,988.5687608375704,1
Funduš,988.2684816655303,1
Nad Váhom,987.4582487022952,5
Gessayova,986.6582864592478,7
Pod kláštorom,986.6138288412917,13
Nad Rimava,986.5678603766603,1
Röntgenova,986.2702538814094,3
Matúšova,984.7852248579347,5
Veľká ulička,983.4061706844184,3
Staré ihrisko,983.3338710190349,4
Dr. Markušovského,983.2866163553335,2
Gucmanova,983.1892322873979,5
Rumančeková,983.0438536314816,5
E. Adyho,982.3577574983626,7
Jazerný rad,981.8656428279224,1
Havranské,981.6319288172692,5
Rímska,981.2078225515158,7
Madvova,981.1220645052294,3
Čataj,981.0079190482004,2
Veľkolúcka,980.8059485111803,5
Zidiny,980.761745516412,3
Mošteníkova,980.4562998974698,3
Samuela Kollára,980.3898692115109,3
Prieložky,980.2619562483701,7
Na Tálkoch,980.2464025136808,4
do Bystrého sedla,979.8583971490152,1
Colnícka,979.4720475594759,3
Borodáčova,979.347689226677,6
Zlievarenská,979.0291317201637,4
Tkáčska,977.9132488035441,8
Charkovská,977.5156179405474,4
Bežecká,976.5876429215652,3
Na rybníčkoch,976.1791452637169,3
Ku mlynu,976.0904227039508,3
Pod dolami,975.0734213294611,5
Vyšehradská,974.0700324264909,8
Hrdinov,973.8892593056539,5
Iliašovská,973.0236784054995,7
Jakubovská,972.7968491321168,2
M. Galandu,972.6604236634809,4
Ľuborčianska,972.6475511656507,6
J. Zemana,972.3221489532116,6
Chalupy,971.9771441724372,2
Pri kniežacích mohylách,971.3856038502996,5
Belecká,971.0924627031453,2
Závodská,971.0734709080463,1
Pradidovo,970.9123760194373,1
Jana A. Komenského,970.3926212831744,6
Duna dűlő,970.1181628168406,1
Vadaš,969.6554769595557,5
Jána Smreka,969.3822417313985,7
Lorinčícka,969.2586497120066,4
Jána Lavottu,967.9511452416718,5
Milosrdenstva,967.7857678114607,8
Alej,967.5699736175645,3
Na Rúrkach,967.2349423817802,8
Brusník,967.074377594317,6
Majerová,966.8316577247276,6
Edelényska,966.0186775510426,6
Kostolíky,966.0068869443431,2
Ľudovíta Bešeňovského,965.2875589607712,2
K potoku,965.0981340473879,5
Ďurkovka,965.0845313810015,1
Tyrkysová,965.0012340053731,7
Прикордонна вулиця,964.9004648064351,1
Tamaškovičova,964.8773240240347,17
Bystrické sady,964.4291444181285,5
Za priepasťou,964.3044334040867,1
Učiteľská,963.3388855685703,4
Viktora Greschika,962.9399914888218,3
Gronárska,962.4282600540639,6
Kőbánya utca,962.0817196523726,6
Vnútorná,961.8783812374445,7
Čečinová,961.8560057665139,2
Búdková,961.8503670986807,5
K zlatému rohu,961.7101189837284,2
Ťahanovské riadky,961.5927315690826,1
Poros,961.1507780716627,4
Ortášska,960.1941343089186,4
Malobielická,959.3370808043677,8
Za krížom,958.8048325327127,1
Daľkovská,958.5928503648402,8
Plechotická,958.1578424199625,3
Horná Trnovská,958.0550915723568,2
Koľajná,957.8552522029668,8
Poničanova,957.4605531702434,3
Záleská,957.4402562438387,3
Brižitská,957.2541581975838,7
Čremošná,957.2063170712875,7
Ladislava Exnára,956.299927907858,10
Veľkodunajská cesta,955.6710103803904,1
Nad Sihoťou,955.6366397930828,7
Madách Imre utca,955.4531976205584,2
Dúžavská cesta,955.3665054779992,4
Osiedle Polana Sosny,955.0907204383103,3
Jaselská,955.0456542394348,2
Perličková,953.3997243140252,3
Hajóvontató part,953.0909438284532,1
Gozovská,952.5786781136471,4
Pod Sokolom,952.5373988984328,3
Na Zigmund šachtu,952.3741279517916,3
K. Kuzmányho,951.7419313255509,8
Gesztenye fasor,951.7158107013512,1
Strážčanská spojka,951.0519474660341,4
Ohradská,950.9149124101583,3
Na hrad,950.6603878758626,1
Nový Gýmeš,950.3159831287053,2
Hybe,950.2919120182374,2
Kuneradce,949.7986805244084,1
Alžbetina,949.7855339180621,10
Macákova,949.7023289181527,2
Gen. Miloša Vesela,949.4825709765344,16
Ipoly utca,949.4735747498084,2
Jefremovská,949.4682635162225,1
R. Jašíka,949.2060685223945,7
Bedzianska cesta,949.1856851434534,10
Seč,949.0878885027839,1
banský vodovod,948.8103189600293,7
Paderovská,948.8102723950599,2
Medza,948.7039781327383,6
Doubravenská alej,948.3715258278855,1
Podzámok,948.2498495279359,10
Porubská,948.0824642989193,8
Konektor na Lalíky,947.0610424495396,2
Záhradkárska osada Padličkovo,946.8479148921623,5
Sietna,946.5950374679193,5
Bradáčova,945.5654675091714,4
Kostolecká,945.3534969817986,5
Furtačka,945.2262071322778,2
Rubaňská cesta,944.7373927827979,2
Kortinská,944.5659040819244,4
Filická,944.4805499253839,4
Revolučná štvrť,944.271290981141,8
Horné záhumnie,943.8141482792688,1
Floriánska,943.6366059735794,8
Páterova,943.488263694805,2
Jána Sladkého,943.3657008548245,4
Hrabovská,942.4798314883702,2
Madočanská,942.1195661504186,1
Achátová,941.965885750387,4
Nový Perješ,940.8200829525179,2
Počkaj,940.087324717656,2
